,epoch,train_loss,valid_loss,valid_acc,layers,optimizer,lr,timestamp,source_file
173,24,0.27122830562591554,0.2782202128887177,0.9204,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
174,25,0.26075986177921295,0.268429593873024,0.9222,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
175,26,0.25078113474845887,0.2589249085187912,0.9259,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
176,27,0.24129878259897233,0.249973495554924,0.9286,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
177,28,0.2322938098549843,0.2415380102276802,0.9313,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
178,29,0.22378849472999573,0.2335634147286415,0.9337,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
179,30,0.21577384742498398,0.22602020217180252,0.9359,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
180,31,0.20823068499565126,0.2190659501194954,0.9371,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
181,32,0.20113324720859527,0.21248921965360643,0.9384,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
182,33,0.19447146391868592,0.20636736598014832,0.9399,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
183,34,0.1881934934258461,0.20060558980107307,0.9413,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
184,35,0.18225992918610573,0.19528924169540404,0.9428,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
185,36,0.1766584167420864,0.19027010582089424,0.9443,9,SGD,0.01,20250922_184605,comparison_layers9_optSGD_lr0.01_20250922_184605.pkl
